Wednesday / Girl and Girl / Eee Gee,"
  
Wednesday
  
Girl and Girl
  
Eee Gee
",Paradiso,"Friday, October 27, 2023",
Thy Art Is Murder / Whitechapel / Fit For An Autopsy / Spite,"
  
Thy Art Is Murder
  
Whitechapel
  
Fit For An Autopsy
  
Spite
",Melkweg,"Friday, October 27, 2023",
Letz Zep,"
  
Letz Zep
",Melkweg,"Friday, October 27, 2023","Progressive Rock, Rock, Tribute, and Wacken."
Thy Art Is Murder / Whitechapel / Fit For An Autopsy / Spite,"
  
Thy Art Is Murder
  
Whitechapel
  
Fit For An Autopsy
  
Spite
","The Max, Melkweg","Friday, October 27, 2023",
London Calling Festival 2023,"
  
Fazerdaze
  
Wednesday
  
Stone
  
Bonny Doon
  
The Last Dinner Party
  
dust
  
Pale Blue Eyes
  
Sweeping Promises
  
Garrett T. Capps
  
Keg
  
Maria BC
  
Conchúr White
  
NASA Country
",London Calling Festival 2023,"Friday, October 27, 2023 – Saturday, October 28, 2023",
luka bloom,"
  
luka bloom
",Het Perron,"Friday, October 27, 2023","Folk, Singer-Songwriter, Acoustic, Irish, and Irish Singer-Songwriter."
Aime Simone,"
  
Aime Simone
",Melkweg,"Thursday, October 26, 2023",
Honeymoan / New Neighbours,"
  
Honeymoan
  
New Neighbours
",Cinetol,"Thursday, October 26, 2023",
Protoje,"
  
Protoje
",Paradiso,"Thursday, October 26, 2023","Dancehall, Dub, Reggae, Rock, Roots, Jamaica, Modern Reggae, and Rasta."
Acda en de Munnik / De Poema's / Guus Meeuwis / Maan / Typhoon,"
  
Acda en de Munnik
  
De Poema's
  
Guus Meeuwis
  
Maan
  
Typhoon
",Ziggo Dome,"Thursday, October 26, 2023",
Acda & De Munnik,"
  
Acda & De Munnik
",Ziggo Dome,"Thursday, October 26, 2023","Nederpop, Pop, Male Vocalists, Dutch, Dutch Rock, Dutch Pop, Nederlandstalig, and Dutch Cabaret."
Reuben Kaye,"
  
Reuben Kaye
",DeLaMar Theatre,"Thursday, October 26, 2023","Indie Soul, Background Jazz, and UK Contemporary R&B."
El Caribefunk,"
  
El Caribefunk
",hidden gem,"Wednesday, October 25, 2023","Funk, Fusion, Colombia, and Folclor Afrocolombiano."
City and Colour,"
  
City and Colour
",Melkweg,"Wednesday, October 25, 2023","Folk, Indie, Indie Folk, Singer-Songwriter, Acoustic, Canadian, Canadian Indie, and Canadian Folk."
Jordan B. Peterson,"
  
Jordan B. Peterson
",AFAS Live,"Wednesday, October 25, 2023",Slamming Brutal Death Metal
Dr. Jordan Peterson,"
  
Dr. Jordan Peterson
",AFAS Live,"Wednesday, October 25, 2023",
Fall Out Boy / PVRIS / Nothing.Nowhere,"
  
Fall Out Boy
  
PVRIS
  
Nothing.Nowhere
",AFAS Live,"Tuesday, October 24, 2023",
Fall Out Boy / Nothing.Nowhere / PVRIS,"
  
Fall Out Boy
  
Nothing.Nowhere
  
PVRIS
",AFAS Live,"Tuesday, October 24, 2023",
"Fall Out Boy / PVRIS / Nothing, Nowhere","
  
Fall Out Boy
  
PVRIS
  
nothing,nowhere.
",AFAS Live,"Tuesday, October 24, 2023",
Kevin Bridges,"
  
Kevin Bridges
",Royal Theatre Carré (Koninklijk Theater Carré),"Tuesday, October 24, 2023",British Comedy
Marco Mengoni,"
  
Marco Mengoni
",AFAS Live,"Monday, October 23, 2023","Pop, Pop Rock, Male Vocalists, Eurovision, Italian, Italian Adult Pop, X Factor, Italian Pop, and Italian Pop Rock."
Gretel Hänlyn,"
  
Gretel Hänlyn
",Paradiso,"Monday, October 23, 2023","Folk, Folk Pop, Indie, Indie Folk, Indie Pop, Indie Rock, Pop, Female Vocalists, and Crank Wave."
Paris Texas,"
  
Paris Texas
",Bitterzoet,"Monday, October 23, 2023","Electronic, Hip Hop, Rap Rock, Rock, Rap, Underground Hip-Hop, Indie R&B, Indie Hip Hop, and Chill Abstract Hip Hop."
Fall Out Boy,"
  
Fall Out Boy
",AFAS Live,"Monday, October 23, 2023","Alternative Rock, Electropop, Emo, Emo Pop, Hardcore Punk, Pop, Pop Punk, Pop Rock, Power Pop, Punk, Punk Rock, Rock, Alternative, Modern Rock, and Post-Emo."
"Paris, Texas","
  
Paris, Texas
",Bitterzoet,"Monday, October 23, 2023","Emo, Indie, Indie Rock, Rock, Emo Punk, Indie R&B, Indie Hip Hop, and Chill Abstract Hip Hop."
The Gardens of Babylon: The Seekers of Light ADE,"
  
Arc Music
  
Beard2Beard
  
Diass
  
Dor Danino
  
Franca
  
Jan Blomqvist
  
Mira
  
O/Y
  
Oliver Koletzki
  
Orkatz
  
Sarah Kreiss
  
Simple Symmetry
  
Yulia Niko
",WesterUnie,"Sunday, October 22, 2023",
ADRIATIQUE,"
  
ADRIATIQUE
",The Loft,"Sunday, October 22, 2023","Deep House, Electronic, House, Melodic Techno, Tech House, Deep Disco House, Swiss House, and Melodic House."
Kenya Grace,"
  
Kenya Grace
",Melkweg,"Sunday, October 22, 2023","Drum And Bass, Electronic, Indie, Pop, Singer-Songwriter, Soul, British, R&B, DNB, and Singer-Songwriter Pop."
Peggy Gou,"
  
Peggy Gou
",NDSM Werf,"Sunday, October 22, 2023","Dance, Deep House, EDM, Electronic, House, Techno, Korean, Electra, Float House, and Gen Z Singer-Songwriter."
ÂME (LIVE) / Jimi Jules / Henrik Schwarz / Bonobo / Trikk / Carlita,"
  
ÂME (LIVE)
  
Jimi Jules
  
Henrik Schwarz
  
Bonobo
  
Trikk
  
Carlita
",RAW Factory,"Saturday, October 21, 2023",
Dax J / DJ Gigola / Hector Oaks / Helena Hauff / Paula Temple / SPFDJ,"
  
Dax J
  
DJ Gigola
  
Hector Oaks
  
Helena Hauff
  
Paula Temple
  
SPFDJ
",NDSM Werf,"Saturday, October 21, 2023",
DGTL ADE: We Still Believe by The Blessed Madonna,"
  
The Blessed Madonna
  
Bambounou
  
Dee Diggs
  
DJ Minx
  
Palms Trax
  
Patrick Mason
  
Sedef Adasi
  
Suze Ijo
",NDSM Werf,"Saturday, October 21, 2023",
Maceo Plex / Raxon,"
  
Maceo Plex
  
Raxon
",RAW Factory,"Saturday, October 21, 2023",
Sam Feldt,"
  
Sam Feldt
",Melkweg,"Saturday, October 21, 2023","Dance, Dance-Pop, EDM, Electro House, Electronic, House, Pop, Tropical House, Pop Dance, Progressive Electro House, Dutch, Pop EDM, UK Pop, Dutch House, and English."
AMF Festival,"
  
Purple Disco Machine
  
Meduza
  
James Hype
  
Armin van Buuren
  
Dimitri Vegas & Like Mike
  
Afrojack
  
Charlotte De Witte
  
R3hab
  
W & W
  
Headhunterz
",Johan Cruijff ArenA,"Saturday, October 21, 2023 – Sunday, October 22, 2023",
Solomun / Tijana T,"
  
Solomun
  
Tijana T
",Ziggo Dome,"Saturday, October 21, 2023",
Martin Garrix / Dubvision,"
  
Martin Garrix
  
Dubvision
",Amsterdam RAI,"Saturday, October 21, 2023",
Paul van Dyk,"
  
Paul van Dyk
",Melkweg Rabozaal,"Saturday, October 21, 2023","Dance, EDM, Electronic, Progressive Trance, Techno, Trance, Uplifting Trance, and German Techno."
Goldfish,"
  
Goldfish
",Melkweg,"Saturday, October 21, 2023","Chillout, Downtempo, Electro Swing, Electronica, Lounge, Nu Jazz, Trip Hop, Tropical House, Cape Town Indie, South African Alternative, South African, South African Pop, and South African Pop Dance."
Ellen Allien / Black Cadmium / Dr. Rubinstein / Maya Jane Coles / Volvox,"
  
Ellen Allien
  
Black Cadmium
  
Dr. Rubinstein
  
Maya Jane Coles
  
Volvox
",Shelter Amsterdam,"Saturday, October 21, 2023",
Anfisa Letyago / Rebekah / Dax J / VUUR / Chris Liebing,"
  
Anfisa Letyago
  
Rebekah
  
Dax J
  
VUUR
  
Chris Liebing
","Amsterdam, North Holland, Netherlands","Saturday, October 21, 2023",
Martin Garrix,"
  
Martin Garrix
",De Nieuwe Rai,"Saturday, October 21, 2023","Big Room House, Dance, Dance-Pop, EDM, Electro House, Electronic, Electropop, House, Pop, Progressive House, Tropical House, Pop Dance, Dutch EDM, Dutch House, and Festival Progressive House."
DGTL ADE 2023: House of Love by Folamour,"
  
Folamour
  
Nu Genea
  
Todd Terje
  
Jayda G
  
David Vunk
  
MLF
  
Gerd Janson
",NDSM-werf,"Friday, October 20, 2023",
Nico Morano,"
  
Nico Morano
",NSDM,"Friday, October 20, 2023 – Saturday, October 21, 2023",Belgium and Belgian EDM.
Shellac / Lifeless past,"
  
Shellac
  
Lifeless past
",Paradiso,"Friday, October 20, 2023",
Martin Garrix,"
  
Martin Garrix
",Rai,"Friday, October 20, 2023","Big Room House, Dance, Dance-Pop, EDM, Electro House, Electronic, Electropop, House, Pop, Progressive House, Tropical House, Pop Dance, Dutch EDM, Dutch House, and Festival Progressive House."
COBRAH,"
  
COBRAH
","OZ, Melkweg","Friday, October 20, 2023","Dance-Pop, Electroclash, Electronic, Electropop, Hip House, Noise, Pop, Swedish, Alternative R&B, Escape Room, and Pink Noise."
Martin Garrix,"
  
Martin Garrix
",Amsterdam RAI,"Friday, October 20, 2023 – Saturday, October 21, 2023","Big Room House, Dance, Dance-Pop, EDM, Electro House, Electronic, Electropop, House, Pop, Progressive House, Tropical House, Pop Dance, Dutch EDM, Dutch House, and Festival Progressive House."
Tchami x Malaa,"
  
Tchami x Malaa
",IJland,"Friday, October 20, 2023","Bass House, Brostep, Deep House, EDM, Electro House, Electronic, Future House, House, Progressive House, Electronic Trap, Pop Dance, Progressive Electro House, Deep Groove House, and Perreo."
Coloray / FJAAK / Hector Oaks / Sedef Adasi / Young Marco,"
  
Coloray
  
FJAAK
  
Hector Oaks
  
Sedef Adasi
  
Young Marco
",NDSM Werf,"Friday, October 20, 2023",
DGTL ADE 2023: House of Love by Folamour,"
  
Folamour
  
Nu Genea
  
Todd Terje
  
Jayda G
  
David Vunk
  
MLF
  
Gerd Janson
",NDSM-werf,"Friday, October 20, 2023",
Nico Morano,"
  
Nico Morano
",NSDM,"Friday, October 20, 2023 – Saturday, October 21, 2023",Belgium and Belgian EDM.
Shellac / Lifeless past,"
  
Shellac
  
Lifeless past
",Paradiso,"Friday, October 20, 2023",
Martin Garrix,"
  
Martin Garrix
",Rai,"Friday, October 20, 2023","Big Room House, Dance, Dance-Pop, EDM, Electro House, Electronic, Electropop, House, Pop, Progressive House, Tropical House, Pop Dance, Dutch EDM, Dutch House, and Festival Progressive House."
Ritter Butzke x Perspectives Digital ADE Cruise,"
  
Tom Zeta
  
Darin Epsilon
  
Miss Melera
  
Rauschhaus
  
Cris-H
  
Einmusik
  
Niconé
  
Prismode & SOLVANE
  
Markus Klee & JustUS
  
Katzengold
",Supperclub Cruise,"Friday, October 20, 2023",
Martin Garrix,"
  
Martin Garrix
",Rai Amsterdam,"Friday, October 20, 2023","Big Room House, Dance, Dance-Pop, EDM, Electro House, Electronic, Electropop, House, Pop, Progressive House, Tropical House, Pop Dance, Dutch EDM, Dutch House, and Festival Progressive House."
Röyksopp,"
  
Röyksopp
",Ndsm Scheepsbouwloods,"Friday, October 20, 2023","Alternative Dance, Ambient, Ambient House, Chillout, Dance-Pop, Downtempo, Electro House, Electronic, Electronica, Electropop, House, Indietronica, Synth-Pop, Trip Hop, Synthpop, Norwegian, Neo-Synthpop, and Chill Out."
IMANU / Buunshin / The Caracal Project,"
  
IMANU
  
Buunshin
  
The Caracal Project
","UP, Melkweg","Friday, October 20, 2023",
Queen's Pleasure,"
  
Queen's Pleasure
",Concerto,"Thursday, October 19, 2023, In-Store Performance","Indie, Indie Rock, Rock, Alternative, Garage, Dutch Indie, Dutch Rock, and Dutch Indie Rock."
STMPD RCRDS night 2023,"
  
Martin Garrix
  
Julian Jordan
  
Magnificence
  
Eleganto
  
Merow
  
Mesto
  
Justin Mylo
  
Dubvision
",Air Amsterdam,"Thursday, October 19, 2023",
Meute,"
  
Meute
",Het Concertgebouw Amsterdam,"Thursday, October 19, 2023","House, Jazz, Nu Jazz, Techno, Trance, Germany, Brass Band, Livetronica, German Dance, Hamburg Electronic, Hamburg, and Brass Band Pop."
Chris Stussy / Benny Rodrigues / Matisa,"
  
Chris Stussy
  
Benny Rodrigues
  
Matisa
",RAW Factory,"Thursday, October 19, 2023",
Live From Earth | ADE,"
  
Ace of Demons
  
Anetha
  
Benwal
  
Bloomfeld
  
DJ Gigola
  
horsegiirL
  
Kikelomo
  
Mama Snake
  
MRD
  
Nene H
",LoFi,"Thursday, October 19, 2023",
Ellen Allien,"
  
Ellen Allien
",Radio Radio,"Thursday, October 19, 2023","Acid Techno, Electro, Electronic, Electronica, Microhouse, Minimal Techno, Techno, Minimal, Electra, European, and German Techno."
Kraak & Smaak,"
  
Kraak & Smaak
",Melkweg,"Thursday, October 19, 2023","Dance, Deep House, Electronic, Electronica, Funk, House, Nu Disco, Indie Soul, New French Touch, and Bboy."
Overmono / Nèna,"
  
Overmono
  
Nèna
",Paradiso,"Thursday, October 19, 2023",
Gorgon City,"
  
Gorgon City
",Chicago Social Club,"Thursday, October 19, 2023","Deep House, EDM, Electronic, Future Garage, House, Progressive House, Tropical House, British, Pop Dance, Garage, Deep Groove House, and UK Dance."
MONSTERCAT ADE TAKEOVER 2023,"
  
Bossfight B2B Dr Ushuu
  
Sippy
  
Muzz
  
Dirtyphonics
  
Adventure Club
  
Eptic
  
Nostalgix
  
CHYL
  
Skyler
  
Mazare
  
Blanke
  
Andromedik
  
ShockOne
  
Georgie Riot
  
Going Quantum
",Melkweg,"Thursday, October 19, 2023",
Overmono / Nèna,"
  
Overmono
  
Nèna
",Paradiso Grote Zaal (Main Hall),"Thursday, October 19, 2023",
Julian Jordan / Eleganto / Firebeatz,"
  
Julian Jordan
  
Eleganto
  
Firebeatz
","Amsterdam, North Holland, Netherlands","Wednesday, October 18, 2023",
Islandman,"
  
Islandman
",parallel,"Wednesday, October 18, 2023 – Sunday, October 22, 2023","Alternative Rock, Ambient, Electronic, Electronica, House, Psychedelic, World, Balearic, Organic House, Ethnotronica, Turkish, and Turkish Electronic."
Louis Tomlinson / The Academic / The Lathums,"
  
Louis Tomlinson
  
The Academic
  
The Lathums
",Ziggo Dome,"Wednesday, October 18, 2023",
Awakenings ADE | 9X9 Invites,"
  
AnD
  
999999999
  
Paula Temple
  
SNTS
  
Charlie Sparks
  
Clara Cuvé
  
Cynthia Spiering
",Gashouder,"Wednesday, October 18, 2023",
Passion Deez / Adriana Lucid / EYCEE / Retromigration,"
  
Passion Deez
  
Adriana Lucid
  
EYCEE
  
Retromigration
",Sexyland World,"Wednesday, October 18, 2023",
Oliver Heldens / Space 92 / Maddix,"
  
Oliver Heldens
  
Space 92
  
Maddix
",Melkweg,"Wednesday, October 18, 2023",
Verknipt ADE,"
  
Aida Arko
  
Anxhela
  
Diøn
  
Shlømo
  
Alignment
  
Basswell
  
Dyen
  
Byørn & novah
  
XRTN
  
LUCIID
  
Per Pleks
  
Jan Vercauteren
  
H! Dude
  
N00M1
  
Rasco
  
Nineted
  
Ksms
  
Gweld
  
NYCØ
",United Studio’s,"Wednesday, October 18, 2023",
Dillon Francis,"
  
Dillon Francis
",Club Prime,"Wednesday, October 18, 2023","Brostep, Dance-Pop, Dubstep, EDM, Electro House, Electronic, Electropop, House, Moombahton, Pop, Progressive House, Tropical House, Electronic Trap, Pop Dance, Progressive Electro House, Slap House, and North Carolina Roots."
Martin Kohlstedt,"
  
Martin Kohlstedt
",Melkweg,"Wednesday, October 18, 2023","Ambient, Contemporary Classical, Piano, Neo Classical, Germany, and German."
King Krule,"
  
King Krule
",Paradiso Grote Zaal (Main Hall),"Tuesday, October 17, 2023","Alternative Rock, Chillout, Experimental, Indie, Indie Rock, Lo-Fi, Alternative, Indie Soul, and UK Alternative Pop."
Andrew Schulz / DJ Mark Gagnon,"
  
Andrew Schulz
  
DJ Mark Gagnon
",Theater Amsterdam,"Tuesday, October 17, 2023",
Wunderhorse / Queen's Pleasure,"
  
Wunderhorse
  
Queen's Pleasure
","Paradiso Noord, Tolhuistuin","Tuesday, October 17, 2023",
Wunderhorse,"
  
Wunderhorse
",Tolhuistuin,"Tuesday, October 17, 2023","Alternative Rock, Grunge, Indie Pop, Indie Rock, Post-Punk, Progressive Rock, Rock, Modern Rock, UK, English Indie Rock, and Crank Wave."
Capleton,"
  
Capleton
",Melkweg,"Tuesday, October 17, 2023","Dancehall, Dub, Ragga, Reggae, Roots Reggae, Roots, Old School Dancehall, and Jamaica."
EUT,"
  
EUT
",Bitterzoet,"Tuesday, October 17, 2023","Glam Rock, Indie, Piano Rock, Pop, Rock, Dutch, Mellow Gold, Dutch Indie, Netherlands, and Amsterdam."
King Krule / OKAY KAYA,"
  
King Krule
  
OKAY KAYA
",Paradiso,"Monday, October 16, 2023",
LaBrassBanda,"
  
LaBrassBanda
",Melkweg,"Monday, October 16, 2023","Folk, Reggae, Balkan, Brass, Brass Band, German Reggae, Blasmusik, and Volkspop."
Gengahr,"
  
Gengahr
",Paradiso,"Monday, October 16, 2023","Indie, Indie Rock, Psychedelic Rock, Rock, British, and English Indie Rock."
Frank Boeijen,"
  
Frank Boeijen
",Melkweg,"Sunday, October 15, 2023","Kleinkunst, Nederpop, Singer-Songwriter, Dutch, Dutch Rock, Dutch Pop, Nederlandstalig, and Dutch Cabaret."
The Boxer Rebellion,"
  
The Boxer Rebellion
",Paradiso,"Sunday, October 15, 2023","Alternative Rock, Indie, Indie Folk, Indie Pop, Indie Rock, Rock, Alternative, British, and United Kingdom."
Matteo Lane,"
  
Matteo Lane
",Boom Chicago,"Sunday, October 15, 2023","Comedy, Deep Comedy, and Comedian."
Louis Tomlinson,"
  
Louis Tomlinson
","Amsterdam, North Holland, Netherlands","Sunday, October 15, 2023","Indie, Indie Pop, Pop, Pop Rock, Rock, British, and Post-Teen Pop."
Louis Tomlinson / The Lathums / The Academic,"
  
Louis Tomlinson
  
The Lathums
  
The Academic
",Ziggo Dome,"Sunday, October 15, 2023",
Ross Curry,"
  
Ross Curry
",Paradiso Bovenzaal (Upstairs Hall),"Sunday, October 15, 2023","Rock, Guitar, and Singer."
Jeff Goldblum & The Mildred Snitzer Orchestra,"
  
Jeff Goldblum & The Mildred Snitzer Orchestra
",Royal Theatre Carré (Koninklijk Theater Carré),"Sunday, October 15, 2023","Downtempo, Jazz, Swing, Piano, Contemporary Vocal Jazz, and Jazz Piano."
Jeff Goldblum and the Mildred Snitzer Orchestra,"
  
Jeff Goldblum and the Mildred Snitzer Orchestra
",Royal Theatre Carré (Koninklijk Theater Carré),"Sunday, October 15, 2023",Contemporary Vocal Jazz and Man's Orchestra.
Soen / MOLYBARON / TERRA (welcometoTERRA),"
  
Soen
  
MOLYBARON
  
TERRA (welcometoTERRA)
",Melkweg,"Saturday, October 14, 2023",
Figgie,"
  
Figgie
",Paradiso,"Saturday, October 14, 2023","Indie, Indie Pop, Netherlands, Nederlandstalig, and Christian Trap."
Niels Geusebroek,"
  
Niels Geusebroek
",Schouwburg Amstelveen,"Saturday, October 14, 2023","Pop, Acoustic, Dutch, Dutch Rock, The Netherlands, and Dutch Pop."
The High Kings,"
  
The High Kings
",Melkweg,"Saturday, October 14, 2023","Celtic, Celtic Rock, Folk, Irish Folk, Irish, and Irish Pub Song."
Jamie Webster,"
  
Jamie Webster
",Paradiso,"Saturday, October 14, 2023","Folk, Indie, Indie Pop, Singer-Songwriter, British, and Football."
Benedict Cork,"
  
Benedict Cork
",Melkweg,"Saturday, October 14, 2023","Indie Pop, Pop, Singer-Songwriter, British, Acoustic, UK, UK Pop, Soulful, and Emotional."
Pain / Ensiferium,"
  
Pain
  
Ensiferium
",P60,"Saturday, October 14, 2023",
Turfy Gang,"
  
Turfy Gang
",Bitterzoet,"Saturday, October 14, 2023",Lustrum
My Turn / Swell / Dogma,"
  
My Turn
  
Swell
  
Dogma
",OCCII,"Saturday, October 14, 2023",
Blaudzun,"
  
Blaudzun
",P60,"Friday, October 13, 2023","Folk, Indie, Singer-Songwriter, Dutch, Dutch Indie, Dutch Rock, and Dutch Pop."
Dexys Midnight Runners,"
  
Dexys Midnight Runners
","Paradiso Noord, Tolhuistuin","Friday, October 13, 2023","Blue-Eyed Soul, Celtic Rock, New Romantic, New Wave, Northern Soul, Pop, Pop Rock, Pop Soul, Post-Punk, Ska, Soul, British, Synthpop, and New Wave Pop."
Claude,"
  
Claude
",Johan Cruijff ArenA,"Friday, October 13, 2023","Classical, Electronic, Impressionism, Noise, Orchestral, Piano, French, Danish, Dansk, R&B, European, Post-Romantic Era, Composer, Pianist, Art Song, and Ballet."
Dexys,"
  
Dexys
",Tolhuis Tuin,"Friday, October 13, 2023","Blue-Eyed Soul, Celtic Rock, Folk, Jazz, New Romantic, New Wave, Northern Soul, Pop, Pop Rock, Pop Soul, Ska, Soul, Synthpop, and New Wave Pop."
Danny Vera / Christian Lopez,"
  
Danny Vera
  
Christian Lopez
",Ziggo Dome,"Friday, October 13, 2023",
Kid Francescoli,"
  
Kid Francescoli
",Melkweg,"Friday, October 13, 2023","Electronic, Electronica, Indie, Indie Pop, Pop, French, French Indie Pop, New French Touch, and French Indietronica."
Frank Carter & The Rattlesnakes,"
  
Frank Carter & The Rattlesnakes
",Melkweg,"Thursday, October 12, 2023, Private Event","Alternative Rock, Hardcore Punk, Punk, Punk Rock, Rock, Hardcore, Modern Rock, Modern Alternative Rock, and British Alternative Rock."
Diana Ross,"
  
Diana Ross
",Ziggo Dome,"Thursday, October 12, 2023","Contemporary R&B, Dance-Pop, Disco, Duranguense, Jazz, Motown, Pop, Pop Soul, Quiet Storm, Soft Rock, Soul, Female Vocalists, Musica Mexicana, Mellow Gold, Adult Standards, Adult Contemporary, Mezzo-Soprano, and Regional Mexicano Femenil."
Bony Macaroni / Snow Coats,"
  
Bony Macaroni
  
Snow Coats
",Cinetol,"Thursday, October 12, 2023",
Poets of the Fall,"
  
Poets of the Fall
",Melkweg,"Thursday, October 12, 2023","Alternative Metal, Alternative Rock, Pop Rock, Rock, Alternative, Finnish, and Finnish Alternative Rock."
Gracie Moller,"
  
Gracie Moller
",American bookstore,"Thursday, October 12, 2023",
Ellie Dixon / Beth McCarthy,"
  
Ellie Dixon
  
Beth McCarthy
",Paradiso Bovenzaal (Upstairs Hall),"Thursday, October 12, 2023",
Deadletter,"
  
Deadletter
",Tolhuistuin Club,"Wednesday, October 11, 2023","Alternative Rock, Dance-Punk, Indie Rock, Post-Punk, Punk Rock, UK, UK Post-Punk Revival, English Indie Rock, Crank Wave, and Post-Brexit New Wave."
Larry June,"
  
Larry June
",Melkweg,"Wednesday, October 11, 2023","Drumless Hip Hop, Hip Hop, Southern Hip Hop, Trap, West Coast Hip Hop, Rap, Dirty South Rap, West Coast, Cali Rap, United States, and New Orleans Rap."
Maeta,"
  
Maeta
","UP, Melkweg","Wednesday, October 11, 2023","Contemporary R&B, Soul, R&B, Indie R&B, Alternative R&B, Chill R&B, United States, Booba, and R&B/Soul."
Bruce Springsteen & The E Street Band,"
  
Bruce Springsteen & The E Street Band
",Amsterdam ArenA,"Wednesday, October 11, 2023","Classic Rock, Pop Rock, Rock, Singer-Songwriter, Mellow Gold, and Permanent Wave."
Lauren Mayberry,"
  
Lauren Mayberry
","OZ, Melkweg","Wednesday, October 11, 2023","Electronic, Electropop, Pop, British, Female Vocalists, Scottish, Canadian Post-Hardcore, and Hel."
Larry June,"
  
Larry June
",Melkweg,"Wednesday, October 11, 2023","Drumless Hip Hop, Hip Hop, Southern Hip Hop, Trap, West Coast Hip Hop, Rap, Dirty South Rap, West Coast, Cali Rap, United States, and New Orleans Rap."
Thuy / Carla Prata,"
  
Thuy
  
Carla Prata
","OZ, Melkweg","Tuesday, October 10, 2023",
NIKI / Katie Gregson-MacLeod,"
  
NIKI
  
Katie Gregson-MacLeod
",Melkweg,"Tuesday, October 10, 2023",
Wende / S10 / CHARLOT,"
  
Wende
  
S10
  
CHARLOT
",Paradiso Grote Zaal (Main Hall),"Tuesday, October 10, 2023",
Wende / CHARLOT,"
  
Wende
  
CHARLOT
",Paradiso Grote Zaal (Main Hall),"Tuesday, October 10, 2023",
Tig Notaro,"
  
Tig Notaro
",De Meervaart,"Tuesday, October 10, 2023","Comedy, New Comedy, Funny, Stand-Up Comedy, Stand-Up, and Deep Comedy."
Wende / Naaz / CHARLOT,"
  
Wende
  
Naaz
  
CHARLOT
",Paradiso Grote Zaal (Main Hall),"Monday, October 09, 2023",
Panchiko / Coaster,"
  
Panchiko
  
Coaster
",Tolhuistuin,"Monday, October 09, 2023",
K-Trap,"
  
K-Trap
",Melkweg,"Monday, October 09, 2023","Drill, Hip Hop, UK Drill, Rap, UK, and UK Hip Hop."
Gracie Abrams / Searows,"
  
Gracie Abrams
  
Searows
",Melkweg,"Sunday, October 08, 2023",
blink-182 / The Story So Far,"
  
blink-182
  
The Story So Far
",Ziggo Dome,"Sunday, October 08, 2023",
Ian Siegal,"
  
Ian Siegal
",Schouwburg Amstelveen,"Sunday, October 08, 2023","Blues, British Blues, Modern Blues, British, and UK."
M. Byrd,"
  
M. Byrd
",Paradiso,"Sunday, October 08, 2023","Indie, Indie Pop, Pop, Singer-Songwriter, and Acoustic."
Alex Lahey,"
  
Alex Lahey
",Bitterzoet,"Sunday, October 08, 2023","Alternative Rock, Indie, Indie Rock, Power Pop, Rock, Singer-Songwriter, Australian, Melbourne Indie, Australian Pop, and Australian Indie."
Gracie Abrams / Searows,"
  
Gracie Abrams
  
Searows
","The Max, Melkweg","Sunday, October 08, 2023",
The Upsessions,"
  
The Upsessions
",P60,"Sunday, October 08, 2023","Drum And Bass, Neurofunk, Reggae, Rocksteady, Ska, Skinhead Reggae, Nz Electronic, Ska Revival, Traditional Ska, Nz Dnb, and Early Reggae."
Theo Katzman / May Erlewine,"
  
Theo Katzman
  
May Erlewine
",Paradiso,"Sunday, October 08, 2023",
Wind Rose / All For Metal / Seven Kingdoms,"
  
Wind Rose
  
All For Metal
  
Seven Kingdoms
",P60,"Saturday, October 07, 2023",
Benedict Cork,"
  
Benedict Cork
",A'DAM&Co,"Saturday, October 07, 2023","Indie Pop, Pop, Singer-Songwriter, British, Acoustic, UK, UK Pop, Soulful, and Emotional."
Borokov Borokov / Lenxi,"
  
Borokov Borokov
  
Lenxi
","Paradiso Noord, Tolhuistuin","Saturday, October 07, 2023",
Luke Combs / 49 Winchester / Ray Fulcher / Drew Parker / James McNair,"
  
Luke Combs
  
49 Winchester
  
Ray Fulcher
  
Drew Parker
  
James McNair
",AFAS Live,"Saturday, October 07, 2023",
JP Cooper,"
  
JP Cooper
",Melkweg,"Saturday, October 07, 2023","Dance-Pop, Folk, Funk, Pop, Singer-Songwriter, Soul, Tropical House, British, Neo Mellow, and UK Pop."
Far Caspian / Niall Summerton,"
  
Far Caspian
  
Niall Summerton
",Melkweg,"Saturday, October 07, 2023",
PJ Harvey,"
  
PJ Harvey
",Paradiso,"Saturday, October 07, 2023","Alternative Rock, Art Pop, Art Rock, Chamber Folk, Dream Pop, Electronic, Electronica, Experimental, Folk Rock, Grunge, Indie, Indie Rock, Lo-Fi, Piano Rock, Rock, Singer-Songwriter, Alternative, Female Vocalists, Chamber Psych, and Permanent Wave."
JP Cooper / Jerub,"
  
JP Cooper
  
Jerub
",Melkweg,"Saturday, October 07, 2023",
JP Cooper / Jerub,"
  
JP Cooper
  
Jerub
",Melkweg,"Saturday, October 07, 2023",
Matteo Bocelli / Remy Van Kesteren,"
  
Matteo Bocelli
  
Remy Van Kesteren
",Royal Theatre Carré (Koninklijk Theater Carré),"Friday, October 06, 2023",
Inhaler / Nieve Ella / Heidi Curtis,"
  
Inhaler
  
Nieve Ella
  
Heidi Curtis
",AFAS Live,"Friday, October 06, 2023",
